group 1
9.40029	9.40855	9.42459	9.44752	9.47603	9.50853	9.54322	9.57821	9.61165	9.64195	9.66791	9.68877	9.70392	9.71284	9.7153	9.71132	9.70116	9.6852	9.66361	9.63642	9.60379	9.56613	9.52412	9.47871	9.43094	9.38202	9.33363	9.28788	9.24718	9.21403	9.19091	9.18016	9.18382	9.20353	9.24027	9.27928	9.32001	9.35975	9.39616	9.42739	9.45191	9.4684	9.47574	9.47309	9.45997	9.43627	9.40202	9.35743	9.30301	9.23963	9.16837	9.09042	9.00683	8.91854	8.82667	8.73255	8.63767	8.54353	8.45136	8.3621	8.27626	8.19328	8.1103	8.01976	7.90516	7.73291	7.43706	6.88894	5.80508	4.87211	4.08789	3.4291	2.87592	2.41159	2.02194	1.69505	1.42085	1.19089	0.998066	0.836395	0.700861	0.587249	0.492022	0.412209	0.345319	0.289263	0.242288	0.202922	0.169933	0.142287	0.119117	0.0996941	0.08341	0.0697526	0.0582924	0.048669	0.0405797	0.0337698	0.0280249	0.023164	0.0190338	0.0155042	
9.41895	9.42744	9.44392	9.46743	9.49657	9.52967	9.5648	9.59996	9.63319	9.66282	9.68795	9.70854	9.724	9.73311	9.73526	9.73051	9.71955	9.7035	9.68252	9.65588	9.62334	9.5853	9.54285	9.49761	9.45058	9.40229	9.35414	9.30834	9.26744	9.2341	9.21097	9.20059	9.20526	9.22696	9.26714	9.31144	9.35937	9.40477	9.44527	9.47948	9.50618	9.5242	9.53244	9.53006	9.51683	9.49323	9.45927	9.41454	9.35933	9.2946	9.22184	9.14284	9.05853	8.96926	8.87589	8.77983	8.68292	8.58716	8.49375	8.40313	8.31571	8.23113	8.14669	8.05482	7.93851	7.76248	7.45812	6.90352	5.81512	4.87904	4.09274	3.43253	2.87837	2.41335	2.02321	1.69596	1.42151	1.19136	0.998403	0.836635	0.701029	0.587365	0.492099	0.412259	0.34535	0.289281	0.242296	0.202923	0.16993	0.142282	0.119109	0.0996862	0.0834019	0.0697446	0.0582848	0.048662	0.0405733	0.0337641	0.0280199	0.0231596	0.0190301	0.0155011	
9.45499	9.46389	9.48114	9.50563	9.53579	9.56972	9.60532	9.64032	9.67228	9.69909	9.72063	9.74056	9.75837	9.76898	9.77052	9.76312	9.74881	9.73263	9.71465	9.69023	9.65786	9.61798	9.57298	9.52825	9.4846	9.43896	9.39208	9.34663	9.30569	9.27224	9.2492	9.23949	9.2459	9.27105	9.31743	9.37239	9.44072	9.49753	9.5454	9.58485	9.61538	9.63605	9.64552	9.64258	9.62764	9.6043	9.57238	9.52823	9.47136	9.40301	9.32594	9.24498	9.16067	9.07022	8.97377	8.87296	8.77076	8.67197	8.57739	8.48489	8.39482	8.30757	8.22123	8.12883	8.01302	7.83368	7.49903	6.93018	5.83325	4.89162	4.10163	3.43887	2.88293	2.41664	2.02559	1.69768	1.42275	1.19225	0.999038	0.837083	0.701341	0.587579	0.492242	0.41235	0.345405	0.28931	0.242307	0.202923	0.169922	0.142268	0.119093	0.0996692	0.0833847	0.0697279	0.0582691	0.0486475	0.0405602	0.0337523	0.0280095	0.0231506	0.0190225	0.0154948	
9.50589	9.51531	9.53345	9.55895	9.58992	9.62409	9.65919	9.69286	9.72115	9.73889	9.7453	9.76409	9.79503	9.81243	9.81311	9.7973	9.76849	9.75228	9.7484	9.73167	9.69949	9.65239	9.59437	9.55079	9.52164	9.48457	9.4412	9.39726	9.3573	9.32446	9.30198	9.29325	9.30165	9.33047	9.3829	9.4464	9.52595	9.59217	9.64735	9.69223	9.72661	9.7497	9.75892	9.75022	9.72356	9.7013	9.68245	9.64418	9.58548	9.50814	9.41711	9.33494	9.2603	9.17287	9.07262	8.96158	8.8448	8.74329	8.65587	8.56489	8.47238	8.38139	8.29108	8.19438	8.07343	7.8866	7.53971	6.9606	5.85533	4.90756	4.11315	3.44723	2.889	2.42105	2.02879	1.7	1.42442	1.19345	0.999891	0.837682	0.701755	0.587858	0.492424	0.412463	0.345469	0.289339	0.242313	0.202913	0.169903	0.142243	0.119066	0.0996405	0.0833564	0.0697009	0.0582439	0.0486245	0.0405395	0.033734	0.0279934	0.0231367	0.0190107	0.015485	
9.56815	9.57802	9.59683	9.62277	9.65319	9.68515	9.7166	9.74765	9.77112	9.76783	9.70802	9.72518	9.82069	9.85829	9.85799	9.82027	9.72611	9.71055	9.77162	9.77534	9.74319	9.67532	9.55478	9.5139	9.54832	9.5308	9.49194	9.45074	9.41478	9.38494	9.36434	9.35718	9.36774	9.4	9.45769	9.52781	9.6153	9.68871	9.74947	9.79768	9.8334	9.85833	9.86662	9.8395	9.74573	9.72697	9.77905	9.7607	9.69991	9.59879	9.442	9.36233	9.34931	9.27598	9.17087	9.03505	8.85628	8.75535	8.72047	8.63881	8.54354	8.44869	8.35547	8.25461	8.12796	7.93399	7.57874	6.99162	5.87866	4.92486	4.12593	3.45664	2.8959	2.4261	2.03247	1.70266	1.42634	1.19482	1.00086	0.838353	0.702211	0.588158	0.492612	0.412571	0.345521	0.289353	0.242302	0.202886	0.169865	0.142201	0.119021	0.0995966	0.0833143	0.0696615	0.0582077	0.0485917	0.0405102	0.0337081	0.0279709	0.0231174	0.0189943	0.0154714	
9.63757	9.64768	9.6666	9.69161	9.71834	9.74123	9.75751	9.78723	9.82413	9.82803	9.76747	9.7853	9.88369	9.9213	9.91988	9.88023	9.78249	9.7666	9.83053	9.83544	9.8037	9.73519	9.61134	9.56931	9.60389	9.57919	9.52769	9.48813	9.46696	9.44651	9.43066	9.42623	9.43924	9.47473	9.53699	9.61243	9.70601	9.7844	9.8473	9.8921	9.9178	9.94667	9.97359	9.95873	9.86852	9.8543	9.9133	9.89627	9.83393	9.72895	9.56479	9.48239	9.47087	9.39551	9.28642	9.14438	8.95542	8.84654	8.8042	8.70873	8.59588	8.49622	8.40897	8.30837	8.17779	7.97778	7.61556	7.02154	5.9015	4.94204	4.13877	3.46617	2.90294	2.43126	2.03623	1.70539	1.42829	1.1962	1.00181	0.839002	0.702637	0.588423	0.492763	0.412642	0.345537	0.289333	0.242258	0.202828	0.169801	0.142134	0.118955	0.099533	0.0832549	0.0696069	0.0581582	0.0485474	0.0404709	0.0336737	0.0279411	0.0230918	0.0189727	0.0154536	
9.70972	9.71979	9.73819	9.7609	9.78004	9.77972	9.72833	9.75676	9.86794	9.91816	9.93178	9.95162	9.98325	9.99857	9.99592	9.97608	9.94246	9.9252	9.924	9.90914	9.87819	9.8312	9.77076	9.72455	9.68705	9.6181	9.49714	9.45978	9.50213	9.50399	9.49638	9.49575	9.51153	9.5501	9.61643	9.69627	9.79466	9.87608	9.93676	9.96276	9.91847	9.95225	10.0677	10.1099	10.1128	10.104	10.0938	10.0553	9.99153	9.90551	9.80145	9.71056	9.63127	9.53502	9.42299	9.29662	9.15824	9.03215	8.90814	8.76426	8.5809	8.47865	8.44407	8.35399	8.22216	8.01726	7.64898	7.04889	5.92244	4.95788	4.15064	3.47501	2.90947	2.43605	2.0397	1.70787	1.43004	1.19741	1.00263	0.839528	0.702955	0.588593	0.49283	0.412639	0.345488	0.289255	0.242164	0.202727	0.169698	0.142034	0.11886	0.0994446	0.083174	0.0695337	0.0580928	0.0484894	0.04042	0.0336295	0.0279029	0.0230593	0.0189454	0.015431	
9.78028	9.79013	9.80792	9.82944	9.84691	9.84471	9.79026	9.8202	9.93782	9.99748	10.0265	10.0454	10.0601	10.0662	10.0625	10.0495	10.0305	10.0126	9.99589	9.97353	9.94303	9.90432	9.85943	9.81311	9.76017	9.68184	9.55468	9.51585	9.56113	9.56525	9.56014	9.56205	9.58042	9.62194	9.69195	9.77558	9.87827	9.96346	10.0275	10.0569	10.0144	10.056	10.1864	10.2438	10.2659	10.2572	10.2296	10.1822	10.1167	10.0359	9.94419	9.84923	9.75149	9.64551	9.53051	9.40742	9.27812	9.14552	9.00136	8.8422	8.64495	8.53386	8.4942	8.39854	8.26152	8.05136	7.67759	7.07222	5.94025	4.97131	4.1607	3.48247	2.91494	2.44001	2.04253	1.70985	1.43138	1.19829	1.00317	0.839828	0.703085	0.588606	0.492765	0.412525	0.345345	0.289097	0.242002	0.202567	0.169546	0.141891	0.118729	0.0993257	0.0830671	0.0694386	0.0580087	0.0484157	0.0403558	0.0335739	0.0278553	0.0230189	0.0189115	0.0154031	
9.84523	9.85439	9.87077	9.89092	9.91128	9.93076	9.94677	9.98109	10.031	10.0656	10.0858	10.1009	10.1135	10.1183	10.1137	10.1001	10.0808	10.0625	10.0453	10.0227	9.99235	9.9542	9.91071	9.86742	9.82245	9.76757	9.70309	9.65904	9.63867	9.623	9.61593	9.62034	9.64179	9.68639	9.75976	9.84645	9.95246	10.0411	10.1131	10.1705	10.2126	10.2667	10.3362	10.3691	10.3733	10.3578	10.3269	10.2773	10.2098	10.1268	10.033	9.93571	9.83546	9.72695	9.60933	9.48381	9.35321	9.22234	9.08884	8.94681	8.79281	8.66489	8.55563	8.43718	8.29246	8.07776	7.69963	7.09008	5.95378	4.98143	4.16819	3.48793	2.91886	2.44276	2.0444	1.71106	1.43212	1.19868	1.00331	0.839804	0.702949	0.5884	0.492518	0.41226	0.345076	0.288835	0.241752	0.202335	0.169332	0.141697	0.118555	0.0991703	0.0829295	0.0693175	0.0579029	0.0483237	0.0402763	0.0335056	0.027797	0.0229696	0.0188703	0.0153692	
9.90118	9.90859	9.92047	9.93171	9.93982	9.96737	10.014	10.056	10.0882	10.1035	10.1027	10.1149	10.1409	10.1526	10.1474	10.1256	10.0912	10.0728	10.07	10.0547	10.024	9.97826	9.92124	9.88068	9.85545	9.81842	9.7701	9.71838	9.66941	9.64642	9.6511	9.66475	9.69188	9.74023	9.81658	9.90496	10.0112	10.0957	10.1598	10.2314	10.3132	10.3798	10.4317	10.4439	10.423	10.4029	10.3855	10.3418	10.2721	10.1793	10.069	9.97125	9.88432	9.78069	9.66046	9.52563	9.38105	9.25281	9.13704	9.00758	8.86251	8.71974	8.57581	8.44452	8.30576	8.09286	7.71318	7.10115	5.96209	4.98751	4.17252	3.49093	2.92083	2.44396	2.04504	1.7113	1.43207	1.19844	1.00295	0.839365	0.702475	0.587917	0.492045	0.411807	0.344652	0.288444	0.241396	0.202014	0.169045	0.141442	0.118329	0.0989722	0.0827564	0.0691668	0.0577723	0.048211	0.0401795	0.0334229	0.0277268	0.0229105	0.018821	0.0153288	
